job_title,years_of_experience,location,education_level,company_size,skills,salary_usd
Backend Developer,,New Delhi,,,,4819.277108433735
Backend Developer,,New Delhi,,,,2168.6746987951806
Backend Developer,,New Delhi,,,,7228.915662650603
Backend Developer,,New Delhi,,,,18072.289156626506
Backend Developer,,New Delhi,,,,1590.3614457831325
Backend Developer,,New Delhi,,,,2442.7951807228915
Backend Developer,,New Delhi,,,,8433.734939759037
Backend Developer,,New Delhi,,,,3614.4578313253014
Backend Developer - Intern,,New Delhi,,,,2024.0963855421687
Backend Developer,,New Delhi,,,,7228.915662650603
Backend Developer - Intern,,New Delhi,,,,433.73493975903614
Backend Developer,,New Delhi,,,,4819.277108433735
Backend Developer,,New Delhi,,,,5493.975903614458
Backend Developer,,New Delhi,,,,6024.096385542169
Backend Developer,,New Delhi,,,,6795.180722891566
Backend Developer,,New Delhi,,,,7228.915662650603
Backend Developer - Intern,,New Delhi,,,,722.8915662650602
Backend Developer,,New Delhi,,,,2746.987951807229
Backend Developer,,New Delhi,,,,6072.289156626506
Backend Developer,,New Delhi,,,,4819.277108433735
Backend Developer,,New Delhi,,,,14457.831325301206
Backend Developer,,New Delhi,,,,6024.096385542169
Backend Developer,,New Delhi,,,,4192.77108433735
Backend Developer,,New Delhi,,,,6024.096385542169
Backend Developer,,New Delhi,,,,2409.6385542168673
Backend Developer - Intern,,New Delhi,,,,1590.3614457831325
Backend Developer,,New Delhi,,,,3614.4578313253014
Backend Developer - Intern,,New Delhi,,,,1156.6265060240964
Backend Developer - Intern,,New Delhi,,,,867.4698795180723
Backend Developer,,New Delhi,,,,3759.0361445783133
Backend Developer,,New Delhi,,,,13253.012048192772
Backend Developer,,New Delhi,,,,6506.024096385542
Backend Developer,,New Delhi,,,,4337.349397590361
Backend Developer,,New Delhi,,,,3614.4578313253014
Backend Developer,,New Delhi,,,,2409.6385542168673
Backend Developer,,New Delhi,,,,1204.8192771084337
Backend Developer,,New Delhi,,,,3614.4578313253014
Backend Developer,,New Delhi,,,,4819.277108433735
Backend Developer,,New Delhi,,,,7228.915662650603
Backend Developer,,New Delhi,,,,8433.734939759037
Backend Developer,,New Delhi,,,,7228.915662650603
Backend Developer,,New Delhi,,,,4819.277108433735
Backend Developer,,New Delhi,,,,4048.1927710843374
Backend Developer,,New Delhi,,,,3614.4578313253014
Backend Developer,,New Delhi,,,,2409.6385542168673
Backend Developer,,New Delhi,,,,3469.879518072289
Backend Developer,,New Delhi,,,,1734.9397590361446
Backend Developer - Intern,,New Delhi,,,,1590.3614457831325
Backend Developer - Intern,,New Delhi,,,,3614.4578313253014
Backend Developer,,New Delhi,,,,10843.373493975903
Backend Developer,,New Delhi,,,,4819.277108433735
Backend Developer,,New Delhi,,,,4819.277108433735
Backend Developer - Intern,,New Delhi,,,,10843.373493975903
Backend Developer - Intern,,New Delhi,,,,1204.8192771084337
Backend Developer,,New Delhi,,,,4819.277108433735
Backend Developer - Intern,,New Delhi,,,,1445.7831325301204
Backend Developer - Intern,,New Delhi,,,,4048.1927710843374
Backend Developer,,New Delhi,,,,8433.734939759037
Backend Developer,,New Delhi,,,,8433.734939759037
Backend Developer,,New Delhi,,,,12048.192771084337
Backend Developer,,New Delhi,,,,4192.77108433735
Backend Developer,,New Delhi,,,,4819.277108433735
Backend Developer,,New Delhi,,,,7228.915662650603
Backend Developer,,New Delhi,,,,6024.096385542169
Backend Developer - Intern,,New Delhi,,,,1445.7831325301204
Backend Developer,,New Delhi,,,,12048.192771084337
Backend Developer - Intern,,New Delhi,,,,356.2409638554217
Backend Developer,,New Delhi,,,,4337.349397590361
Backend Developer - Intern,,New Delhi,,,,578.3132530120482
Backend Developer,,New Delhi,,,,3614.4578313253014
Backend Developer,,New Delhi,,,,4819.277108433735
Backend Developer,,New Delhi,,,,4819.277108433735
Backend Developer,,New Delhi,,,,4337.349397590361
Backend Developer,,New Delhi,,,,3469.879518072289
Backend Developer - Intern,,New Delhi,,,,2409.6385542168673
Backend Developer,,New Delhi,,,,3759.0361445783133
Backend Developer,,New Delhi,,,,6024.096385542169
Backend Developer,,New Delhi,,,,3469.879518072289
Backend Developer - Intern,,New Delhi,,,,722.8915662650602
Backend Developer - Intern,,New Delhi,,,,1445.7831325301204
Backend Developer - Intern,,New Delhi,,,,1156.6265060240964
Backend Developer - Intern,,New Delhi,,,,2602.409638554217
Backend Developer,,New Delhi,,,,6024.096385542169
Backend Developer,,New Delhi,,,,3036.144578313253
Backend Developer,,New Delhi,,,,10843.373493975903
Backend Developer,,New Delhi,,,,7807.22891566265
Backend Developer,,New Delhi,,,,2409.6385542168673
Backend Developer,,New Delhi,,,,3469.879518072289
Backend Developer,,New Delhi,,,,4819.277108433735
Backend Developer,,New Delhi,,,,6024.096385542169
Backend Developer - Intern,,New Delhi,,,,2024.0963855421687
Backend Developer,,New Delhi,,,,4192.77108433735
Backend Developer,,New Delhi,,,,3614.4578313253014
Backend Developer,,New Delhi,,,,5493.975903614458
Backend Developer,,New Delhi,,,,6024.096385542169
Backend Developer,,New Delhi,,,,7228.915662650603
Backend Developer,,New Delhi,,,,10843.373493975903
Backend Developer - Intern,,New Delhi,,,,722.8915662650602
Backend Developer,,New Delhi,,,,1204.8192771084337
Backend Developer,,New Delhi,,,,50602.409638554214
Backend Process,,New Delhi,,,,2313.253012048193
Software Backend Engineer,,New Delhi,,,,10843.373493975903
"Software Engineer, Backend",,New Delhi,,,,6024.096385542169
Backend Process,,New Delhi,,,,2024.0963855421687
Backend Process,,New Delhi,,,,2313.253012048193
"Software Engineer, Backend",,New Delhi,,,,4819.277108433735
Backend Process,,New Delhi,,,,2746.987951807229
"Software Engineer, Backend",,New Delhi,,,,7228.915662650603
"Software Engineer, Backend - Intern",,New Delhi,,,,1734.9397590361446
"Software Engineer, Backend",,New Delhi,,,,2891.5662650602408
Senior Backend Developer,,New Delhi,,,,16867.469879518074
Backend Engineer,,New Delhi,,,,1204.8192771084337
Senior Backend Engineer,,New Delhi,,,,37349.39759036145
NodeJS Backend Developer,,New Delhi,,,,3614.4578313253014
NodeJS Backend Developer,,New Delhi,,,,3180.722891566265
Backend,,New Delhi,,,,2891.5662650602408
Backend,,New Delhi,,,,3325.3012048192772
Backend Process,,New Delhi,,,,2746.987951807229
Backend Process,,New Delhi,,,,1879.5180722891566
Backend Process,,New Delhi,,,,3036.144578313253
Backend Process,,New Delhi,,,,1734.9397590361446
Backend Process,,New Delhi,,,,2457.8313253012047
Backend Process,,New Delhi,,,,2409.6385542168673
SDE-2 Backend,,New Delhi,,,,30120.481927710844
Associate Backend Developer,,New Delhi,,,,4819.277108433735
Backend Executive,,New Delhi,,,,4048.1927710843374
"Software Engineer, Backend",,New Delhi,,,,18072.289156626506
"Software Engineer, Backend - Intern",,New Delhi,,,,3469.879518072289
"Software Engineer, Backend",,New Delhi,,,,6024.096385542169
"Software Engineer, Backend",,New Delhi,,,,27710.843373493975
"Software Engineer, Backend",,New Delhi,,,,32530.12048192771
"Software Engineer, Backend - Intern",,New Delhi,,,,6072.289156626506
"Software Engineer, Backend",,New Delhi,,,,2313.253012048193
"Software Engineer, Backend",,New Delhi,,,,8433.734939759037
"Software Engineer, Backend - Intern",,New Delhi,,,,4337.349397590361
"Software Engineer, Backend",,New Delhi,,,,12048.192771084337
"Software Engineer, Backend",,New Delhi,,,,6024.096385542169
"Software Engineer, Backend",,New Delhi,,,,15662.650602409638
"Software Engineer, Backend",,New Delhi,,,,18072.289156626506
"Software Engineer, Backend - Intern",,New Delhi,,,,3614.4578313253014
"Software Engineer, Backend",,New Delhi,,,,19277.10843373494
"Software Engineer, Backend",,New Delhi,,,,16867.469879518074
"Software Engineer, Backend",,New Delhi,,,,32530.12048192771
"Software Engineer, Backend",,New Delhi,,,,1204.8192771084337
"Software Engineer, Backend - Intern",,New Delhi,,,,1879.5180722891566
"Software Engineer, Backend - Intern",,New Delhi,,,,1445.7831325301204
"Software Engineer, Backend",,New Delhi,,,,2409.6385542168673
"Software Engineer, Backend - Intern",,New Delhi,,,,2024.0963855421687
"Software Engineer, Backend",,New Delhi,,,,10843.373493975903
"Software Engineer, Backend - Intern",,New Delhi,,,,2409.6385542168673
"Software Engineer, Backend",,New Delhi,,,,8433.734939759037
"Software Engineer, Backend",,New Delhi,,,,1445.7831325301204
"Software Engineer, Backend - Intern",,New Delhi,,,,2168.6746987951806
"Software Engineer, Backend - Intern",,New Delhi,,,,3614.4578313253014
"Software Engineer, Backend",,New Delhi,,,,10843.373493975903
"Software Engineer, Backend - Intern",,New Delhi,,,,2409.6385542168673
"Software Engineer, Backend",,New Delhi,,,,25301.204819277107
"Software Engineer, Backend - Intern",,New Delhi,,,,3469.879518072289
"Software Engineer, Backend",,New Delhi,,,,2409.6385542168673
"Software Engineer, Backend",,New Delhi,,,,7228.915662650603
"Software Engineer, Backend",,New Delhi,,,,3469.879518072289
"Software Engineer, Backend",,New Delhi,,,,13253.012048192772
"Software Engineer, Backend",,New Delhi,,,,28915.66265060241
"Software Engineer, Backend",,New Delhi,,,,4626.506024096386
"Software Engineer, Backend - Intern",,New Delhi,,,,2746.987951807229
"Software Engineer, Backend",,New Delhi,,,,12048.192771084337
"Software Engineer, Backend",,New Delhi,,,,4819.277108433735
"Software Engineer, Backend",,New Delhi,,,,7228.915662650603
"Software Engineer, Backend",,New Delhi,,,,8433.734939759037
"Software Engineer, Backend - Intern",,New Delhi,,,,1204.8192771084337
"Software Engineer, Backend",,New Delhi,,,,4819.277108433735
"Software Engineer, Backend",,New Delhi,,,,6024.096385542169
"Software Engineer, Backend",,New Delhi,,,,1204.8192771084337
"Software Engineer, Backend - Intern",,New Delhi,,,,2891.5662650602408
"Software Engineer, Backend",,New Delhi,,,,19277.10843373494
"Software Engineer, Backend - Intern",,New Delhi,,,,2168.6746987951806
Backend Software Engineer - Intern,,New Delhi,,,,3614.4578313253014
Backend Software Engineer,,New Delhi,,,,10843.373493975903
Software Developer (Backend),,New Delhi,,,,9638.55421686747
Backend Software Developer,,New Delhi,,,,19277.10843373494
Software Engineer - Backend,,New Delhi,,,,9638.55421686747
Software Backend Developer,,New Delhi,,,,14457.831325301206
Senior Backend Developer,,New Delhi,,,,28915.66265060241
Senior Backend Developer,,New Delhi,,,,7228.915662650603
Senior Backend Developer,,New Delhi,,,,21686.746987951807
Senior Backend Developer,,New Delhi,,,,10843.373493975903
Senior Backend Developer,,New Delhi,,,,1204.8192771084337
Senior Backend Developer,,New Delhi,,,,12048.192771084337
Senior Backend Developer,,New Delhi,,,,16867.469879518074
Senior Backend Developer,,New Delhi,,,,4481.9277108433735
Senior Backend Developer,,New Delhi,,,,13879.518072289156
Senior Backend Developer,,New Delhi,,,,14457.831325301206
Senior Backend Developer,,New Delhi,,,,1445.7831325301204
Senior Backend Developer,,New Delhi,,,,11855.421686746988
Senior Backend Developer,,New Delhi,,,,8433.734939759037
Senior Backend Developer,,New Delhi,,,,18072.289156626506
Senior Backend Developer,,New Delhi,,,,3614.4578313253014
Junior Backend Developer - Intern,,New Delhi,,,,3469.879518072289
Junior Backend Developer,,New Delhi,,,,3614.4578313253014
Junior Backend Developer - Intern,,New Delhi,,,,2746.987951807229
Junior Backend Developer,,New Delhi,,,,4626.506024096386
Junior Backend Developer,,New Delhi,,,,21686.746987951807
Junior Backend Developer,,New Delhi,,,,2024.0963855421687
Junior Backend Developer - Intern,,New Delhi,,,,3469.879518072289
Backend Engineer,,New Delhi,,,,10843.373493975903
Backend Engineer,,New Delhi,,,,6024.096385542169
Backend Engineer,,New Delhi,,,,40963.85542168675
Backend Engineer,,New Delhi,,,,14457.831325301206
Backend Engineer,,New Delhi,,,,2409.6385542168673
Backend Engineer - Intern,,New Delhi,,,,3614.4578313253014
Backend Engineer,,New Delhi,,,,16867.469879518074
Backend Engineer,,New Delhi,,,,14457.831325301206
Backend Engineer - Intern,,New Delhi,,,,3614.4578313253014
Backend Engineer,,New Delhi,,,,10843.373493975903
Backend Engineer,,New Delhi,,,,16867.469879518074
Backend Engineer,,New Delhi,,,,14457.831325301206
Backend Engineer - Intern,,New Delhi,,,,2891.5662650602408
Backend Engineer,,New Delhi,,,,12048.192771084337
Backend Engineer,,New Delhi,,,,15662.650602409638
Backend Engineer - Intern,,New Delhi,,,,2024.0963855421687
Backend Engineer,,New Delhi,,,,4771.084337349397
Backend Engineer,,New Delhi,,,,14457.831325301206
Backend Engineer,,New Delhi,,,,6024.096385542169
Backend Engineer,,New Delhi,,,,18072.289156626506
Backend Engineer,,New Delhi,,,,7228.915662650603
Backend Engineer,,New Delhi,,,,4819.277108433735
Backend Engineer,,New Delhi,,,,6024.096385542169
Backend Engineer - Intern,,New Delhi,,,,1012.0481927710844
Backend Engineer,,New Delhi,,,,25301.204819277107
Backend Engineer,,New Delhi,,,,10843.373493975903
Backend Engineer,,New Delhi,,,,3903.614457831325
Backend Engineer,,New Delhi,,,,2409.6385542168673
Backend Engineer,,New Delhi,,,,2409.6385542168673
Backend Engineer,,New Delhi,,,,6024.096385542169
Database Engineer,,Bangalore,,,,6024.096385542169
Database Engineer,,Bangalore,,,,16867.469879518074
Database Engineer,,Bangalore,,,,7228.915662650603
Database Engineer,,Bangalore,,,,28915.66265060241
Database Engineer - Contractor,,Bangalore,,,,10843.373493975903
Database Engineer,,Bangalore,,,,14457.831325301206
Database Administrator,,Bangalore,,,,4819.277108433735
Database Administrator,,Bangalore,,,,6024.096385542169
Database Administrator,,Bangalore,,,,3614.4578313253014
Database Administrator,,Bangalore,,,,2409.6385542168673
Database Administrator Contractor,,Bangalore,,,,3180.722891566265
Database Administrator,,Bangalore,,,,12048.192771084337
Database Administrator,,Bangalore,,,,12289.156626506025
Database Administrator,,Bangalore,,,,2409.6385542168673
Database Administrator,,Bangalore,,,,1204.8192771084337
Database Administrator,,Bangalore,,,,12048.192771084337
Database Administrator,,Bangalore,,,,13253.012048192772
Database Administrator,,Bangalore,,,,13253.012048192772
Database Administrator,,Bangalore,,,,9638.55421686747
Database Administrator,,Bangalore,,,,6024.096385542169
Database Administrator,,Bangalore,,,,9638.55421686747
Database Administrator,,Bangalore,,,,8433.734939759037
Database Administrator,,Bangalore,,,,8433.734939759037
Database Developer,,Bangalore,,,,7228.915662650603
Senior Database Administrator,,Bangalore,,,,12048.192771084337
Senior Database Administrator,,Bangalore,,,,6024.096385542169
Senior Database Administrator,,Bangalore,,,,13253.012048192772
Senior Database Administrator,,Bangalore,,,,18072.289156626506
Senior Database Administrator,,Bangalore,,,,14457.831325301206
Senior Database Administrator,,Bangalore,,,,8433.734939759037
Senior Database Administrator,,Bangalore,,,,24096.385542168675
Senior Database Administrator,,Bangalore,,,,24096.385542168675
Senior Database Administrator,,Bangalore,,,,14457.831325301206
Senior Database Administrator,,Bangalore,,,,6072.289156626506
Senior Database Administrator,,Bangalore,,,,12048.192771084337
Oracle Database Administrator,,Bangalore,,,,6024.096385542169
Oracle Database Administrator,,Bangalore,,,,1204.8192771084337
Oracle Database Administrator,,Bangalore,,,,4819.277108433735
Oracle Database Administrator,,Bangalore,,,,2313.253012048193
Oracle Database Administrator,,Bangalore,,,,2409.6385542168673
Oracle Database Administrator,,Bangalore,,,,6024.096385542169
Oracle Database Administrator,,Bangalore,,,,9638.55421686747
Oracle Database Administrator,,Bangalore,,,,1734.9397590361446
Oracle Database Administrator,,Bangalore,,,,7228.915662650603
Database Administrator (Database Administrator),,Bangalore,,,,6024.096385542169
Database Administrator (Database Administrator),,Bangalore,,,,3614.4578313253014
Database Administrator (Database Administrator),,Bangalore,,,,7228.915662650603
Database Administrator (Database Administrator),,Bangalore,,,,4819.277108433735
Database Administrator (Database Administrator),,Bangalore,,,,8963.855421686747
Database Administrator (Database Administrator),,Bangalore,,,,9686.746987951807
Database Administrator (Database Administrator),,Bangalore,,,,1204.8192771084337
Database Administrator (Database Administrator),,Bangalore,,,,5060.240963855422
Database Administrator (DBA),,Bangalore,,,,3469.879518072289
Senior Database Engineer,,Bangalore,,,,19277.10843373494
SQL Server Database Administrator,,Bangalore,,,,4819.277108433735
SQL Server Database Administrator,,Bangalore,,,,6024.096385542169
SQL Server Database Administrator,,Bangalore,,,,4819.277108433735
SQL Server Database Administrator,,Bangalore,,,,2891.5662650602408
SQL Server Database Administrator,,Bangalore,,,,4626.506024096386
SQL Server Database Administrator Contractor,,Bangalore,,,,6506.024096385542
Senior Database Developer,,Bangalore,,,,14457.831325301206
Senior Oracle Database Administrator,,Bangalore,,,,13253.012048192772
Senior Oracle Database Administrator,,Bangalore,,,,6024.096385542169
Senior Oracle Database Administrator,,Bangalore,,,,1204.8192771084337
Senior Oracle Database Administrator,,Bangalore,,,,10987.951807228916
SQL Database Administrator,,Bangalore,,,,10843.373493975903
SQL Database Administrator,,Bangalore,,,,3614.4578313253014
SQL Database Administrator,,Bangalore,,,,3614.4578313253014
Database Analyst,,Bangalore,,,,8433.734939759037
Oracle Applications Database Administrator,,Bangalore,,,,9638.55421686747
Oracle Applications Database Administrator,,Bangalore,,,,4819.277108433735
Oracle Applications Database Administrator,,Bangalore,,,,4626.506024096386
Oracle Applications Database Administrator,,Bangalore,,,,8433.734939759037
Senior Database Administrator (Database Administrator),,Bangalore,,,,10843.373493975903
